Latitude,Longitude,Altitude
47.2880545,11.4030961,836.577
47.2880542,11.4030955,836.693
47.2880546,11.4030955,836.793
47.2880544,11.4030956,836.769
47.288054,11.4030957,836.763
47.2880539,11.4030961,836.783
47.2880538,11.4030967,836.818
47.288053,11.403098,836.904
47.2880526,11.4030989,836.949
47.2880535,11.4030994,836.913
47.2880543,11.4031,836.87
47.2880549,11.403101,836.763
47.2880557,11.4031017,836.702
47.2880563,11.4031026,836.63
47.2880566,11.4031034,836.606
47.2880577,11.4031043,836.472
47.2880588,11.4031049,836.364
47.2880594,11.403106,836.277
47.2880595,11.4031074,836.285
47.2880601,11.4031086,836.214
47.2880608,11.4031101,836.203
47.28806,11.4031103,836.267
47.2880608,11.4031124,836.326
47.2880613,11.4031137,836.36
47.2880606,11.403114,836.472
47.2880593,11.4031131,836.568
47.2880584,11.4031129,836.66
47.2880586,11.4031132,836.708
47.2880592,11.4031139,836.693
47.28806,11.4031146,836.719
47.2880602,11.4031144,836.76
47.2880603,11.4031149,836.795
47.2880613,11.4031148,836.83
47.2880611,11.4031156,836.861
47.2880604,11.4031157,836.995
47.2880589,11.4031168,837.135
47.2880589,11.4031171,837.193
47.2880588,11.4031173,837.224
47.2880581,11.4031169,837.354
47.2880585,11.4031176,837.415
47.2880574,11.4031186,837.598
47.2880561,11.4031192,837.815
47.288054,11.4031197,838.163
47.2880526,11.4031204,838.405
47.2880525,11.4031208,838.378
47.2880512,11.4031206,838.562
47.2880509,11.4031206,838.62
47.2880512,11.4031213,838.582
47.2880514,11.4031222,838.628
47.2880515,11.4031227,838.656
47.2880507,11.4031226,838.687
47.2880507,11.4031237,838.776
47.2880508,11.4031233,838.823
47.2880512,11.4031235,838.768
47.2880516,11.4031247,838.75
47.2880529,11.4031247,838.741
47.2880527,11.4031248,838.792
47.2880525,11.4031249,838.765
47.2880535,11.4031261,838.678
47.2880537,11.4031263,838.781
47.2880538,11.4031271,838.816
47.2880545,11.4031277,838.73
47.2880538,11.4031283,838.88
47.2880528,11.4031295,839.047
47.2880515,11.4031296,839.189
47.2880523,11.4031303,839.131
47.2880518,11.4031309,839.264
47.2880513,11.4031316,839.349
47.288051,11.4031323,839.372
47.28805,11.4031327,839.523
47.2880499,11.4031331,839.539
47.2880506,11.4031339,839.419
47.2880506,11.4031339,839.507
47.2880515,11.4031346,839.291
47.2880518,11.4031351,839.24
47.2880514,11.4031358,839.322
47.2880495,11.4031358,839.599
47.2880494,11.4031362,839.632
47.2880493,11.4031362,839.664
47.2880486,11.403136,839.718
47.288049,11.4031359,839.724
47.2880496,11.4031365,839.812
47.2880464,11.4031363,840.128
47.2880457,11.4031362,840.244
47.2880452,11.4031367,840.348
47.2880446,11.4031375,840.447
47.2880445,11.4031379,840.512
47.2880438,11.4031384,840.671
47.2880426,11.4031387,840.805
47.2880428,11.4031387,840.861
47.2880425,11.4031394,840.938
47.2880429,11.4031398,840.982
47.2880434,11.4031403,841.017
47.2880428,11.4031406,841.117
47.2880418,11.4031413,841.259
47.2880399,11.4031416,841.43
47.2880397,11.4031432,841.611
47.2880403,11.4031442,841.578
47.2880407,11.4031447,841.599
47.2880409,11.4031458,841.612
47.28804,11.4031456,841.766
47.2880392,11.4031461,842.006
47.2880388,11.4031461,842.158
47.2880379,11.4031464,842.372
47.2880372,11.4031464,842.573
47.2880372,11.4031464,842.723
47.2880369,11.403146,842.811
47.288039,11.4031467,842.573
47.2880396,11.4031476,842.57
47.2880397,11.4031479,842.571
47.2880387,11.4031477,842.756
47.2880379,11.403148,842.955
47.2880386,11.4031481,842.885
47.288038,11.4031483,843.007
47.2880366,11.4031486,843.222
47.2880365,11.4031483,843.27
47.2880365,11.403149,843.201
47.2880373,11.4031496,843.237
47.2880365,11.403149,843.364
47.2880346,11.4031482,843.608
47.2880341,11.4031485,843.701
47.2880341,11.4031484,843.729
47.2880338,11.4031487,843.788
47.2880332,11.4031484,843.944
47.2880327,11.4031489,844.069
47.2880321,11.4031493,844.225
47.2880316,11.4031497,844.33
47.288031,11.4031493,844.416
47.2880308,11.4031491,844.45
47.2880308,11.4031508,844.594
47.2880303,11.4031515,844.673
47.2880299,11.4031517,844.742
47.2880298,11.4031527,844.792
47.2880294,11.4031531,844.857
47.2880291,11.4031518,844.89
47.2880294,11.4031523,844.907
47.2880289,11.4031522,845.001
47.2880278,11.4031527,845.18
47.2880273,11.4031524,845.267
47.2880269,11.4031536,845.379
47.2880263,11.4031542,845.475
